"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
98047,120138,"PK (2014)","Comedy|Drama|Fantasy|Mystery|Romance",2338151,297222,105,"5.0",1526207544
98048,120466,"Chappie (2015)","Action|Thriller",1823672,198184,15,"2.5",1510573154
98058,120478,"The Salt of the Earth (2014)","Documentary",3674140,265297,105,"5.0",1526208288
98061,120625,"The Fool (2014)","Drama",3560686,285700,105,"4.5",1526208297
98062,120635,"Taken 3 (2015)","Action|Crime|Thriller",2446042,260346,119,"4.5",1437859125
98067,120637,"Blackhat (2015)","Action|Crime|Drama|Mystery|Thriller",2717822,201088,448,"2.0",1451579985
98069,120761,"By the Law (1926)","Drama",17271,126644,318,"3.5",1427578797
98070,120783,"Son of a Gun (2014)","Action|Crime|Drama",2452200,294652,448,"2.5",1461945772
98071,120799,"Terminator Genisys (2015)","Action|Adventure|Sci-Fi|Thriller",1340138,87101,247,"2.5",1467643930
98080,120807,"John Mulaney: New In Town (2012)","Comedy",2246779,86705,525,"4.0",1476482591
98081,120813,"Patton Oswalt: My Weakness Is Strong (2009)","Comedy",1503646,27317,89,"4.5",1520409367
98082,120827,"The Hound of the Baskervilles (1988)","Crime|Drama|Horror|Mystery",95330,68352,599,"3.0",1519185679
98083,120919,"Man on High Heels (2014)","Action|Comedy",3837196,267573,596,"3.0",1535832841
98084,121007,"Space Buddies (2009)","Adventure|Children|Fantasy|Sci-Fi",1164647,14749,89,"4.0",1520408968
98085,121035,"Houdini (2014)","Drama",3132738,289394,599,"2.0",1498531204
98086,121097,"To Grandmother's House We Go (1992)","Adventure|Children|Comedy",105606,50327,89,"4.5",1520409085
98088,121099,"101 Dalmatians II: Patch's London Adventure (2003)","Animation|Children",324941,13654,517,"2.5",1492339389
98089,121129,"The Hungover Games (2014)","Comedy",3138104,244688,537,"2.5",1424317054
98090,121169,"The Duke of Burgundy (2014)","Drama",2570858,250225,318,"3.5",1433057149
98091,121171,"Red Army (2014)","Documentary",3264102,256876,256,"4.0",1446999522
98092,121231,"It Follows (2014)","Horror",3235888,270303,122,"5.0",1461562536
98096,121253,"The Town that Dreaded Sundown (2014)","Horror|Thriller",2561546,287084,317,"3.0",1430365237
98097,121338,"Carry on Cabby (1963)","Adventure|Comedy|Romance",56912,19254,89,"4.5",1520409119
98098,121342,"Carry on Cruising (1962)","Comedy|Romance",55831,26190,89,"3.5",1520409121
98099,121372,"Bill Burr: Let It Go (2010)","Comedy",1717578,46967,111,"4.5",1517440334
98100,121374,"Bill Burr: Why Do I Do This? (2008)","Comedy",1254947,32836,111,"4.5",1517440588
98101,121469,"Killer Movie (2008)","Comedy|Horror|Mystery|Thriller",988083,14862,89,"4.5",1520409500
98102,121715,"Sebastian Maniscalco: What's Wrong with People? (2012)","Comedy",2215489,102517,111,"3.5",1516155084
98103,121781,"Stuart Little 3: Call of the Wild (2005)","Animation|Children|Comedy|Fantasy",472602,30178,89,"5.0",1520409168
98104,122092,"Guy X (2005)","Comedy|War",408828,14407,89,"5.0",1520409152
98105,122246,"Tooth Fairy 2 (2012)","Children|Comedy",1935929,84575,567,"0.5",1525289785
98106,122260,"The Diary of Anne Frank (2009)","Drama|War",1127205,133365,599,"2.5",1519244443
98107,122433,"The Deadly Bees (1967)","Horror|Mystery|Thriller",61557,47003,599,"1.0",1519242306
98108,122490,"Wicked Blood (2014)","Action|Drama|Thriller",2761578,256740,448,"1.5",1474301155
98109,122627,"Oblivion 2: Backlash (1996)","Sci-Fi",117223,80985,599,"0.5",1519358228
98110,122882,"Mad Max: Fury Road (2015)","Action|Adventure|Sci-Fi|Thriller",1392190,76341,2,"5.0",1445715272
98157,122884,"Insidious: Chapter 3 (2015)","Fantasy|Horror|Thriller",3195644,280092,306,"2.0",1518327323
98159,122886,"Star Wars: Episode VII - The Force Awakens (2015)","Action|Adventure|Fantasy|Sci-Fi|IMAX",2488496,140607,15,"5.0",1510572679
98200,122888,"Ben-hur (2016)","(no genres listed)",2638144,271969,567,"0.5",1525289924
98201,122890,"Warcraft (2016)","Action|Adventure|Fantasy",803096,68735,125,"3.5",1481392791
98207,122892,"Avengers: Age of Ultron (2015)","Action|Adventure|Sci-Fi",2395427,99861,18,"3.5",1457382463
98234,122896,"Pirates of the Caribbean: Dead Men Tell No Tales (2017)","(no genres listed)",1790809,166426,21,"4.0",1452052163
98241,122898,"Justice League (2017)","Action|Adventure|Sci-Fi",974015,141052,50,"0.5",1514240068
98247,122900,"Ant-Man (2015)","Action|Adventure|Sci-Fi",478970,102899,18,"4.0",1457382458
98274,122902,"Fantastic Four (2015)","Action|Adventure|Fantasy|Sci-Fi",1502712,166424,382,"2.0",1515249863
98279,122904,"Deadpool (2016)","Action|Adventure|Comedy|Sci-Fi",1431045,293660,15,"2.0",1510571949
98333,122906,"Black Panther (2017)","Action|Adventure|Sci-Fi",1825683,284054,184,"4.0",1537109979
98344,122912,"Avengers: Infinity War - Part I (2018)","Action|Adventure|Sci-Fi",4154756,299536,25,"5.0",1535470461
98357,122916,"Thor: Ragnarok (2017)","Action|Adventure|Sci-Fi",3501632,284053,25,"4.5",1535470504
98377,122918,"Guardians of the Galaxy 2 (2017)","Action|Adventure|Sci-Fi",3896198,283995,18,"4.0",1510946731
98404,122920,"Captain America: Civil War (2016)","Action|Sci-Fi|Thriller",3498820,271110,18,"3.0",1468354075
98426,122922,"Doctor Strange (2016)","Action|Adventure|Sci-Fi",1211837,284052,15,"2.0",1510572670
98448,122924,"X-Men: Apocalypse (2016)","Action|Adventure|Fantasy|Sci-Fi",3385516,246655,15,"1.0",1510573305
98462,122926,"Untitled Spider-Man Reboot (2017)","Action|Adventure|Fantasy",2250912,202249,18,"3.5",1510960358
98478,122932,"Elsa & Fred (2014)","Children|Comedy|Romance",2113659,268171,448,"2.0",1463332542
98479,123200,"Jim Jefferies: I Swear to God (2009)","Comedy",1439235,31981,111,"4.5",1516468597
98480,123310,"Tornado! (1996)","Action",117942,36983,599,"2.0",1519371125
98481,123545,"The Blue Lagoon (1949)","Drama|Romance",41190,228074,177,"3.0",1435720217
98482,123553,"In the Name of the King III (2014)","Action|Adventure|Drama|Fantasy",2379386,252360,210,"1.0",1522173402
98483,123947,"Cake (2014)","Drama",3442006,284276,73,"2.5",1464198258
98485,124273,"Kevin Smith: Too Fat For 40 (2010)","Comedy",1705115,48132,89,"4.5",1520408923
98486,124404,"Snowflake, the White Gorilla (2011)","Adventure|Animation|Children|Comedy",1429433,85439,89,"5.0",1520409348
98487,124484,"Kenny & Company (1976)","Comedy|Drama",74739,114735,514,"3.0",1533946674
98488,124851,"Delirium (2014)","Adventure|Romance|Sci-Fi",1698647,279828,598,"5.0",1430616773
98489,124853,"Why Man Creates (1968)","Animation|Documentary",63804,72585,318,"4.0",1429299165
98490,124859,"The Gambler (2014)","Crime|Drama|Thriller",2039393,284536,448,"2.0",1448298599
98491,125221,"The Beast of Hollow Mountain (1956)","Horror|Sci-Fi|Western",48992,108181,448,"0.5",1492366231
98492,125914,"Mortdecai (2015)","Adventure|Comedy|Mystery|Romance",3045616,210860,533,"3.0",1424753585
98493,125916,"Fifty Shades of Grey (2015)","Drama|Romance",2322441,216015,41,"0.5",1458940245
98496,125970,"Halloweentown (1998)","Adventure|Children|Comedy|Fantasy",173886,27850,89,"3.5",1520409057
98497,125974,"Halloweentown High (2004)","Adventure|Children|Comedy|Fantasy",414078,34560,89,"3.5",1520409107
98499,126088,"A Flintstones Christmas Carol (1994)","Animation|Children|Comedy",193164,48874,89,"5.0",1520409176
98500,126090,"Hedgehog in the Fog (1975)","Animation",73099,36129,105,"4.5",1446573130
98501,126142,"The Cave of the Golden Rose (1991)","Adventure|Children|Fantasy",101095,159704,509,"4.0",1435998617
98502,126420,"American Heist (2015)","Action",2923316,250066,448,"1.5",1447856998
98503,126426,"Solyaris (1968)","Drama|Sci-Fi",1808482,321130,105,"4.0",1446574318
98504,126430,"The Pacific (2010)","Action|Adventure|Drama|War",374463,189197,105,"5.0",1448214403
98506,126482,"Strange Magic (2015)","Animation|Children|Fantasy|Musical",4191054,302429,382,"3.0",1515248933
98507,126548,"The DUFF (2015)","Comedy",1666801,272693,21,"3.0",1500701836
98513,126577,"Daddy, I'm A Zombie (2012)","Animation|Comedy|Fantasy",2243469,89247,89,"4.0",1520409070
98514,126921,"The Fox and the Hound 2 (2006)","Adventure|Animation|Children|Comedy",465997,9948,89,"5.0",1520409407
98515,127052,"Operation 'Y' & Other Shurik's Adventures (1965)","Comedy|Crime|Romance",59550,20875,89,"2.5",1520408282
98518,127096,"Project Almanac (2015)","Sci-Fi|Thriller",2436386,227719,125,"4.0",1474432471
98522,127098,"Louis C.K.: Live at The Comedy Store (2015)","Comedy",4368814,321594,105,"4.5",1526207796
98526,127108,"Brooklyn (2015)","Drama|Romance",2381111,167073,298,"2.0",1458977485
98530,127114,"The End of the Tour (2015)","Drama",3416744,249688,318,"4.0",1447871076
98531,127116,"Experimenter (2015)","Drama",3726704,309299,111,"4.5",1517017782
98532,127130,"Mistress America (2015)","Comedy",2872462,309245,414,"4.0",1519593351
98533,127132,"Zipper (2015)","Drama|Thriller",3346224,309503,448,"2.0",1498995013
98534,127134,"A Walk in the Woods (2015)","Adventure|Comedy|Drama",1178665,232572,89,"3.5",1520409574
98535,127136,"True Story (2015)","Drama|Mystery|Thriller",2273657,245706,448,"2.5",1467660810
98537,127146,"Kurt Cobain: Montage of Heck (2015)","Documentary",4229236,319075,50,"3.0",1514240116
98538,127152,"Going Clear: Scientology and the Prison of Belief (2015)","Documentary",4257858,318224,111,"4.5",1518812549
98540,127164,"What Happened, Miss Simone? (2015)","Documentary",4284010,318044,525,"3.5",1476477337
98541,127172,"A Story of Children and Film (2013)","Documentary",2917506,194537,318,"3.5",1422789148
98542,127180,"Story of Film: An Odyssey, The (2011)","Documentary",2044056,125336,318,"4.0",1422789138
98543,127184,"Eden (2014)","Drama",3090634,283330,119,"4.0",1440881447
98544,127194,"The D Train (2015)","Comedy",3534602,308638,448,"2.0",1472404409
98545,127198,"Dope (2015)","Comedy|Drama",3850214,308639,114,"3.5",1485387585
98551,127202,"Me and Earl and the Dying Girl (2015)","Drama",2582496,308369,73,"4.0",1464196565
98557,127204,"The Overnight (2015)","Comedy",3844362,308024,318,"4.5",1449338423
98559,127212,"The Stanford Prison Experiment (2015)","Drama|Thriller",420293,308032,184,"4.5",1537099621
98560,127298,"A Pigeon Sat on a Branch Reflecting on Existence (2014)","Comedy|Drama",1883180,110390,318,"4.5",1436391557
98562,127319,"The Loft (2014)","Thriller",1850397,72784,448,"1.5",1457787868
98563,127323,"Vice (2015)","Action|Adventure|Sci-Fi|Thriller",3480796,307663,292,"1.0",1454617042
98564,127390,"Family Guy Presents: Blue Harvest (2007)","Animation|Comedy",888817,278468,111,"4.0",1517441199
98565,128087,"Trinity and Sartana Are Coming (1972)","Comedy|Western",69409,102959,89,"5.0",1520409504
98566,128089,"Kevin Hart: I'm a Grown Little Man (2009)","Comedy",1420554,27866,89,"4.5",1520409186
98567,128097,"Jim Norton: American Degenerate (2013)","Comedy",3234126,216553,111,"4.0",1516156131
98568,128099,"Jim Jefferies: BARE (2014)","Comedy",3958494,289333,111,"4.5",1517440338
98569,128197,"Hard Promises (1991)","Comedy|Romance",102002,89292,599,"2.0",1519140977
98570,128360,"The Hateful Eight (2015)","Western",3460252,273248,41,"4.0",1459367507
98588,128366,"Patton Oswalt: Tragedy Plus Comedy Equals Time (2014)","Comedy",3628334,251016,89,"4.0",1520409004
98589,128488,"Wild Card (2015)","Action|Crime|Drama|Thriller",2231253,265208,119,"3.0",1439836951
98590,128512,"Paper Towns (2015)","Drama|Mystery|Romance",3622592,286565,62,"3.5",1523047259
98592,128520,"The Wedding Ringer (2015)","Comedy",884732,252838,73,"3.5",1464198597
98597,128542,"Wyrmwood (2015)","Action|Horror|Sci-Fi",2535470,290999,534,"3.5",1459787996
98598,128592,"The Boy Next Door (2015)","Mystery|Thriller",3181822,241251,448,"1.0",1459258497
98599,128594,"Boy Meets Girl (2015)","Comedy|Drama|Romance",3007302,263105,89,"4.0",1520409028
98600,128620,"Victoria (2015)","Crime|Drama|Romance",4226388,320007,18,"3.5",1502901639
98605,128695,"The Dark Valley (2014)","Western",2650978,248933,50,"2.5",1514240283
98606,128736,"I'm Here (2010)","Drama",1571404,37058,599,"3.5",1519135939
98607,128832,"The Last Five Years (2014)","Comedy|Drama|Musical|Romance",2474024,206296,563,"3.5",1448253520
98608,128838,"Crimson Peak (2015)","Horror",2554274,201085,610,"3.5",1493848037
98609,128842,"Dragonheart 3: The Sorcerer's Curse (2015)","Action|Adventure|Fantasy",3829170,300803,210,"4.0",1527266156
98610,128852,"Chris Rock: Bigger & Blacker (1999)","Comedy",206636,17870,89,"4.5",1520409173
98612,128900,"The Natural Love (1996)","Documentary",137355,195862,318,"4.5",1424455758
98613,128902,"The Forgotten Space (2010)","Documentary",1772382,105554,318,"4.0",1424456176
98614,128908,"Cloudburst (2011)","Adventure|Comedy|Drama",1466054,117098,596,"4.0",1535829345
98615,128914,"Tom Segura: Completely Normal (2014)","Comedy",3500822,259395,111,"5.0",1516154005
98616,128944,"Honey, We Shrunk Ourselves (1997)","Action|Adventure|Children|Comedy|Sci-Fi",119310,11425,89,"3.5",1520408966
98617,128968,"Stitch! The Movie (2003)","Animation|Children|Comedy",348124,15567,89,"5.0",1520409399
98619,128975,"Hot Tub Time Machine 2 (2015)","Comedy|Sci-Fi",2637294,243938,111,"3.0",1516156182
98623,128991,"Johnny Express (2014)","Animation|Comedy|Sci-Fi",3723996,269711,318,"4.5",1426937105
98624,129011,"Eddie Izzard: Glorious (1997)","Comedy",195753,13590,89,"3.5",1520409650
98625,129229,"Northmen - A Viking Saga (2014)","Action|Adventure",2290553,286873,509,"2.0",1435997905
98626,129250,"Superfast! (2015)","(no genres listed)",2933474,325358,448,"0.5",1447868930
98627,129313,"Reality (2014)","Comedy",2392672,179150,610,"4.0",1479543234
98628,129333,"Julia (2014)","Horror|Thriller",2582426,278632,448,"1.5",1479379007
98629,129354,"Focus (2015)","Comedy|Crime|Drama|Romance",2381941,256591,89,"5.0",1520408802
98639,129397,"Marvel One-Shot: Item 47 (2012)","Action|Fantasy|Sci-Fi",2247732,119569,596,"3.5",1535712538
98641,129428,"The Second Best Exotic Marigold Hotel (2015)","Comedy|Drama",2555736,268238,10,"3.5",1455357384
98643,129514,"George Carlin: It's Bad for Ya! (2008)","Comedy",963207,13643,105,"5.0",1526207655
98644,129657,"Tracers (2015)","Action",2401097,290764,448,"1.0",1462213497
98645,129659,"McFarland, USA (2015)","Drama",2097298,228203,448,"3.5",1473508483
98646,129737,"Unfinished Business (2015)","Comedy",2358925,239573,111,"2.5",1516156154
98648,129779,"Ghost in the Shell Arise - Border 1: Ghost Pain (2013)","Action|Animation|Sci-Fi",2636124,196750,599,"2.5",1498526262
98649,129937,"Run All Night (2015)","Action|Crime|Drama|Thriller",2199571,241554,292,"1.5",1454616747
98652,130050,"Digging Up the Marrow (2014)","Drama|Fantasy|Horror|Mystery|Thriller",1991031,279972,610,"3.0",1493850111
98653,130052,"Clown (2014)","Drama|Horror",1780798,112454,610,"3.5",1493848925
98654,130073,"Cinderella (2015)","Children|Drama|Fantasy|Romance",1661199,150689,509,"4.0",1435997996
98655,130083,"Kidnapping Mr. Heineken (2015)","Action|Crime|Drama|Thriller",2917388,228968,448,"2.0",1465066042
98656,130087,"The Cobbler (2015)","Comedy|Drama|Fantasy",3203616,238215,111,"3.0",1517441246
98658,130444,"Ruby Red (2013)","Adventure|Children|Fantasy|Sci-Fi",2418558,175774,210,"4.0",1537632310
98659,130450,"Pan (2015)","Adventure|Children|Fantasy",3332064,266647,21,"3.0",1452051910
98662,130452,"While We're Young (2014)","Comedy|Drama",1791682,252512,89,"4.0",1520409382
98663,130482,"Too Late for Tears (1949)","Crime|Drama|Film-Noir|Mystery|Thriller",41968,27036,329,"4.0",1523468254
98664,130490,"Insurgent (2015)","Action|Sci-Fi|Thriller",2908446,262500,125,"3.0",1474414778
98670,130498,"La vérité si je mens ! (1997)","Comedy",120471,39385,560,"3.5",1469653146
98671,130518,"The Amazing Screw-On Head (2006)","Action|Adventure|Animation|Comedy|Sci-Fi",468445,213110,89,"4.5",1520409132
98674,130520,"Home (2015)","Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi",2224026,228161,89,"2.0",1520408586
98682,130576,"Midnight Special (2015)","Drama|Sci-Fi",2649554,245703,292,"2.0",1483193614
98686,130578,"Gunman, The (2015)","Action|Thriller",2515034,266396,119,"4.0",1441486270
98687,130634,"Furious 7 (2015)","Action|Crime|Thriller",2820852,168259,154,"0.5",1486297255
98693,130686,"The Final Girls (2015)","Comedy|Horror",2118624,293970,382,"3.0",1515248368
98694,130840,"Spring (2015)","Horror|Romance|Sci-Fi",3395184,241855,610,"4.5",1493848621
98695,130842,"Power/Rangers (2015)","Action|Adventure|Sci-Fi",4475970,327029,393,"4.0",1430506958
98696,130970,"George Carlin: Life Is Worth Losing (2005)","Comedy",484855,13015,105,"5.0",1526207611
98697,130976,"Legend No. 17 (2013)","Drama",2182001,184155,105,"4.5",1447411141
98698,130978,"Love and Pigeons (1985)","Comedy|Romance",87650,32334,105,"5.0",1446621891
98699,131013,"Get Hard (2015)","Comedy|Crime",2561572,257091,73,"3.5",1464198460
98707,131023,"That Sugar Film (2014)","Documentary",3892434,305091,119,"4.5",1459195846
98708,131098,"Saving Santa (2013)","Animation|Children|Comedy",2204315,238302,89,"5.0",1520409448
98709,131104,"The Brain (1969)","Comedy|Crime",64146,33436,89,"4.5",1520409483
98710,131130,"Tom and Jerry: A Nutcracker Tale (2007)","Animation|Comedy",1114698,24696,89,"5.0",1520409323
98711,131237,"What Men Talk About (2010)","Comedy",1595366,35428,105,"5.0",1446618937
98712,131439,"Kill Me Three Times (2014)","Thriller",2393845,237756,89,"3.0",1520408675
98713,131480,"Poker Night (2014)","Action|Crime|Thriller",2548208,298093,448,"2.0",1478185468
98714,131578,"Reckless Kelly (1994)","Comedy",107930,44664,599,"2.5",1519253267
98715,131610,"Willy/Milly (1986)","Comedy|Fantasy",92216,46836,89,"5.0",1520409458
98716,131656,"Shaun the Sheep Movie (2015)","Adventure|Animation|Children|Comedy",2872750,263109,256,"3.5",1446999931
98718,131714,"Last Knights (2015)","Action|Adventure",2493486,308504,119,"4.0",1447664459
98721,131724,"The Jinx: The Life and Deaths of Robert Durst (2015)","Documentary",4299972,321640,2,"5.0",1445714851
98722,131739,"Batman vs. Robin (2015)","Action|Adventure|Animation",4324274,321528,497,"3.0",1429127171
98723,131749,"Libre et assoupi (2014)","Comedy",2922440,268523,125,"3.0",1474414744
98724,131796,"Woman in Gold (2015)","Drama",2404425,304357,305,"4.0",1460134782
98725,131826,"Iliza Shlesinger: Freezing Hot (2015)","Comedy",4073952,320996,89,"3.5",1520408951
98727,131920,"The Road Within (2014)","Comedy|Drama",2962876,228108,125,"4.5",1474295590
98728,131934,"The Malibu Bikini Shop (1986)","Comedy",89538,30296,382,"1.0",1515163786
98729,132046,"Tomorrowland (2015)","Action|Adventure|Children|Mystery|Sci-Fi",1964418,158852,103,"1.0",1440773794
98736,132084,"Let It Be Me (1995)","(no genres listed)",113638,335145,599,"2.5",1519142705
98737,132153,"Buzzard (2015)","Comedy|Drama|Horror",2656588,253303,89,"5.0",1520409343
98738,132157,"Paul Blart: Mall Cop 2 (2015)","Action|Comedy|Crime",3450650,256961,21,"2.5",1436989795
98742,132333,"Seve (2014)","Documentary|Drama",3149640,278990,448,"5.0",1436031040
98743,132335,"Breathe (2014)","Drama",3365778,270400,567,"1.0",1525289520
98744,132362,"Patlabor 2: The Movie (1993)","Action|Animation|Sci-Fi",124770,14572,599,"3.5",1498531434
98745,132422,"Da Sweet Blood of Jesus (2014)","Comedy|Romance|Thriller",3104930,278316,89,"4.5",1520409492
98747,132424,"The Longest Ride (2015)","Drama|Romance",2726560,228205,47,"2.5",1496205877
98749,132454,"Girltrash: All Night Long (2014)","Comedy|Crime|Drama",1555440,254936,596,"3.5",1535833188
98750,132462,"Sword of Vengeance (2014)","Action|Adventure|Drama",3622332,313074,448,"1.0",1454257367
98751,132488,"Lovesick (2014)","Comedy|Romance",2404299,319389,448,"2.0",1448121361
98752,132496,"Danny Collins (2015)","Comedy|Drama",1772288,256924,89,"4.5",1520409189
98753,132584,"The Even Stevens Movie (2003)","Children|Comedy",327698,50794,89,"3.5",1520409081
98754,132618,"Kite (2014)","Action|Crime|Drama|Mystery|Thriller",2044801,192712,448,"1.5",1475668755
98755,132660,"Man Up (2015)","Comedy|Romance",3064298,332340,24,"4.0",1458976352
98757,132796,"San Andreas (2015)","Action|Drama|Thriller",2126355,254128,305,"2.5",1460134956
98761,132800,"Welcome to Me (2014)","Comedy|Drama",2788716,284537,89,"4.5",1520409127
98763,132888,"Comedy Central Roast of James Franco (2013)","Comedy",3098812,300302,365,"3.0",1489797059
98764,133115,"We Could Be King (2014)","Documentary",3699674,268159,317,"4.0",1430611255
98765,133195,"Hitman: Agent 47 (2015)","Action|Crime|Thriller",2679042,249070,448,"1.5",1482072450
98766,133217,"B/W (2015)","Comedy|Crime|Sci-Fi",4312536,335819,125,"3.5",1474636359
98767,133281,"Ricki and the Flash (2015)","Comedy|Drama",3623726,275601,448,"2.0",1467568187
98768,133365,"Partisan (2015)","Drama|Thriller",3155242,306482,448,"2.0",1465066061
98769,133377,"Infini (2015)","Horror|Sci-Fi|Thriller",3327624,301728,448,"1.5",1474972054
98770,133419,"Pitch Perfect 2 (2015)","Comedy",2848292,254470,21,"3.0",1436989597
98779,133545,"Just Before I Go (2014)","Comedy|Drama",2980472,258099,448,"1.0",1459512439
98780,133645,"Carol (2015)","Drama|Romance",2402927,258480,596,"4.0",1535828766
98781,133712,"Office Romance (1977)","Comedy|Romance",76727,31139,89,"3.0",1520408980
98783,133716,"Bootleggers (1961)","Comedy|Crime",55400,42279,105,"4.5",1526208028
98784,133771,"The Lobster (2015)","Comedy|Romance|Sci-Fi",3464902,254320,125,"3.5",1474295446
98791,133780,"Güeros (2014)","Comedy|Drama",3499048,256057,153,"3.0",1525549620
98792,133782,"Maggie (2015)","Drama|Horror|Thriller",1881002,287424,448,"2.0",1467482303
98793,133798,"Hot Pursuit (2015)","Action|Comedy",2967224,268920,448,"1.5",1468076797
98794,133802,"Slow West (2015)","Action|Thriller|Western",3205376,223485,318,"4.5",1437381725
98796,133832,"The Green Inferno (2014)","Horror|Thriller",2403021,171424,610,"3.5",1493848796
98797,133867,"Barely Lethal (2015)","Action|Adventure|Comedy",1731701,248574,89,"4.5",1520409360
98798,133879,"Carry On Don't Lose Your Head (1966)","Comedy",60330,5061,89,"4.0",1520409103
98799,134004,"What Love Is (2007)","Comedy|Romance",439876,25973,89,"5.0",1520409359
98800,134019,"The Monkey King (1964)","Animation",59855,47759,318,"3.5",1444136221
98801,134021,"5 to 7 (2014)","Comedy|Drama|Romance",2486678,259954,448,"2.5",1487534496
98802,134041,"Afonya (1975)","Comedy|Drama|Romance",72613,20870,105,"4.0",1447579826
98803,134095,"My Love (2006)","Animation|Drama",874952,104522,105,"5.0",1526208073
98804,134109,"Radio Day (2008)","Comedy",1217565,25936,105,"5.0",1446610523
98805,134130,"The Martian (2015)","Adventure|Drama|Sci-Fi",3659388,286217,15,"4.0",1510571883
98853,134158,"Return to Sender (2015)","Thriller",2948790,333381,448,"1.5",1459596384
98854,134170,"Kung Fury (2015)","Action|Comedy|Fantasy|Sci-Fi",3472226,251516,50,"2.5",1514239803
98861,134184,"Elections Day (2007)","Comedy",1198196,20963,105,"4.5",1447410961
98862,134214,"Youth (2015)","Drama",3312830,310593,233,"3.0",1529333384
98866,134246,"Survivor (2015)","Action|Thriller",3247714,334074,567,"0.5",1525289725
98867,134248,"Hot Girls Wanted (2015)","Documentary",4382552,318256,525,"3.0",1476477344
98868,134252,"That Munchhausen (1979)","Comedy|Drama|Fantasy",80037,27937,105,"4.5",1447411191
98869,134326,"The Taming of the Scoundrel (1980)","Comedy",80439,10986,105,"4.5",1526207561
98870,134334,"Phir Hera Pheri (2006)","Comedy",419058,20359,89,"4.5",1520409179
98871,134368,"Spy (2015)","Action|Comedy|Crime",3079380,238713,21,"3.5",1436989206
98887,134393,"Trainwreck (2015)","Comedy|Romance",3152624,271718,21,"2.5",1439752061
98897,134515,"BMX Bandits (1983)","Adventure|Crime|Drama",85204,17381,50,"3.0",1514240363
98898,134524,"Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014)","Documentary",3817848,280276,380,"3.0",1536874232
98899,134528,"Aloha (2015)","Comedy|Drama|Romance",1243974,222936,298,"0.5",1458650132
98900,134775,"Dragon Blade (2015)","Action|Adventure|Drama",3672840,300168,534,"2.0",1459787995
98901,134783,"Entourage (2015)","Comedy",1674771,188222,298,"2.0",1458650075
98902,134796,"Bitter Lake (2015)","Documentary",4393514,321109,318,"5.0",1446924961
98903,134808,"No Way Jose (2015)","Comedy",3133722,343371,298,"2.0",1479057258
98904,134847,"Ghost Graduation (2012)","Comedy",1924273,86541,89,"5.0",1520409207
98905,134849,"Duck Amuck (1953)","Animation|Children|Comedy",45708,53210,105,"4.0",1447574669
98906,134853,"Inside Out (2015)","Adventure|Animation|Children|Comedy|Drama|Fantasy",2096673,150540,15,"4.5",1510572481
98949,134859,"The Wolfpack (2015)","Documentary",2415458,307931,448,"3.5",1467458600
98950,134861,"Trevor Noah: African American (2013)","(no genres listed)",3043546,250556,111,"2.5",1516154900
98951,134881,"Love & Mercy (2014)","Drama",903657,271714,103,"5.0",1440773409
98954,135133,"The Hunger Games: Mockingjay - Part 2 (2015)","Adventure|Sci-Fi",1951266,131634,21,"3.5",1452051811
98964,135137,"Pixels (2015)","Action|Comedy|Sci-Fi",2120120,257344,111,"4.0",1516152610
98970,135143,"Fantastic Beasts and Where to Find Them (2016)","Fantasy",3183660,259316,50,"2.0",1514239413
98984,135198,"The Hairdresser (2010)","Comedy|Drama",1585255,42293,526,"4.0",1502136543
98985,135216,"The Star Wars Holiday Special (1978)","Adventure|Children|Comedy|Sci-Fi",193524,74849,514,"0.5",1536380899
98986,135288,"Mr. Holmes (2015)","Drama|Mystery",3168230,280996,567,"3.0",1525287014
98987,135436,"The Secret Life of Pets (2016)","Animation|Comedy",2709768,328111,111,"2.5",1516153517
98994,135456,"Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005)","Action|Animation|Crime|Sci-Fi",1024215,18839,50,"3.0",1514240152
98996,135518,"Self/less (2015)","Action|Mystery|Sci-Fi|Thriller",2140379,238615,62,"3.5",1530471334
98998,135532,"The Last Witch Hunter (2015)","Action|Adventure|Fantasy",1618442,274854,119,"4.5",1459195778
99001,135534,"Krampus (2015)","Comedy|Fantasy|Horror",3850590,287903,610,"3.5",1493848564
99002,135536,"Suicide Squad (2016)","Action|Crime|Sci-Fi",1386697,297761,21,"3.5",1500701506
99014,135567,"Independence Day: Resurgence (2016)","Action|Adventure|Sci-Fi",1628841,47933,125,"2.5",1485508720
99018,135569,"Star Trek Beyond (2016)","Action|Adventure|Sci-Fi",2660888,188927,18,"3.5",1477849300
99033,135777,"Golmaal (2006)","Children|Comedy",495034,19670,89,"4.5",1520409425
99034,135787,"Bruce Lee: A Warrior's Journey (2000)","Documentary",297814,37588,599,"3.5",1519127927
99035,135803,"Five Element Ninjas (1982)","Action",84921,41378,610,"3.5",1479544160
99036,135815,"The Magnificent Ruffians (1979)","Action|Drama",79043,141131,610,"4.0",1479544188
99037,135861,"Ted 2 (2015)","Comedy",2637276,214756,21,"0.5",1436989145
99046,135885,"Absolutely Anything (2015)","Comedy|Sci-Fi",1727770,86828,534,"3.0",1459787996
